id,GLOBAL_SCORE
EK202310003556,123.6600382734972
EK202310170625,156.52559653627512
EK202310167359,149.96778583356206
EK202310118370,132.6791493672474
EK202320006361,160.2494949145871
EK202310003542,137.487747241264
EK202310125266,145.38005176051476
EK202310144740,137.46354472212965
EK202310137443,143.34109812406672
EK202310159067,154.81586700840657
EK202310245067,132.53965638870886
EK202310240556,129.6620829092243
EK202310166743,146.19545558778074
EK202310247454,123.12008690999406
EK202310215702,149.49910638116685
EK202310142190,153.8999780742819
EK202310205417,131.0082693355523
EK202310119601,137.5215924269756
EK202310190356,127.18484989709442
EK202310158758,136.91087599649882
EK202310145496,124.12835286503481
EK202310164763,142.25442801249488
EK202310200188,132.85187268653
EK202310238803,153.24732489328838
EK202320005607,166.11411133624472
EK202310225681,142.37866031163
EK202310127174,131.2671641391849
EK202310204317,146.08996408908092
EK202310179355,134.4728956473249
EK202310176524,156.09506411645103
EK202310237228,136.73829066584625
EK202310172549,160.4902662476828
EK202310168863,138.5515168597358
EK202310185904,154.1085071897895
EK202310133615,159.39099937865967
EK202310122063,130.6280594138292
EK202310121770,138.87568591023273
EK202310125590,131.84636780817414
EK202310172269,133.3069991795375
EK202310147894,132.65826574926726
EK202310137986,139.84295314834682
EK202310150838,135.9395485631211
EK202310104915,135.8818368299584
EK202310170090,130.50754283902302
EK202310165637,135.42607129137153
EK202310134467,131.99336755158552
EK202310182637,154.0812408186568
EK202310112116,146.0331044993941
EK202310241220,147.21257981831403
EK202310103801,145.03826077884455
EK202310177448,123.78354086181636
EK202310157860,173.85417455598957
EK202310211985,140.38735124493178
EK202310232907,138.73018633491606
EK202310162917,134.41779172153062
EK202310211786,127.94631937741178
EK202310132171,152.97496659857416
EK202310153694,148.7489672828721
EK202310174960,163.86183580868894
EK202310121096,129.27880424011192
EK202310222475,122.758162180319
EK202310146254,154.01319750952734
EK202310111466,136.842388264607
EK202310004385,169.1218532899363
EK202310108961,143.37640362639831
EK202310203170,134.7698614624783
EK202310161424,177.79361888659759
EK202310206583,137.82580245196056
EK202310138840,134.31121276786212
EK202310221976,143.53494431154414
EK202310143972,137.58436648595156
EK202310175420,135.94649522443055
EK202310227655,132.8779786043863
EK202310163389,139.16419248724029
EK202310239480,140.41851120713582
EK202310146467,140.87513669170423
EK202310162597,139.06775859527718
EK202310194862,142.5456394267802
EK202310152448,138.28906344230384
EK202310245431,146.63464002315126
EK202310206822,162.34789191239477
EK202310166559,163.77395448213116
EK202310221701,170.48247535083243
EK202310231403,122.74536168095574
EK202310156027,143.97529602532936
EK202310135956,145.64960697767015
EK202310183176,131.48285811599655
EK202310206055,163.80455137187204
EK202310167360,138.77678337611604
EK202310142701,142.79830585870494
EK202310156629,168.00644102317295
EK202310241352,145.0293517907826
EK202310123587,155.13470197720082
EK202310003639,146.729098755046
EK202310158269,158.03925620875296
EK202320007090,158.3010828889288
EK202310111707,135.43793342521877
EK202310104096,151.11562857247202
EK202310235404,118.81782395564034
EK202310108783,144.4230119806647
EK202310116298,137.04001784066517
EK202310156281,157.40567825199798
EK202310164483,132.7794150224674
EK202310108212,113.494384671478
EK202310233950,136.04436862985133
EK202310157041,136.33876512672913
EK202310104522,139.660156327033
EK202310175972,156.83768765817518
EK202310225965,142.39351372304463
EK202310138403,141.50949078540717
EK202310234452,137.55309718878215
EK202310104614,157.41462675993716
EK202310117970,132.7044924493326
EK202310128727,140.70316867400408
EK202310190230,138.7184371524245
EK202310201465,149.95838128305138
EK202310197534,160.35863401753298
EK202310171846,128.6130389467611
EK202310193751,149.8406300379993
EK202310242967,137.99100167114148
EK202310112852,163.299523129782
EK202310132804,153.37458007415626
EK202310127612,141.40617795984565
EK202310136082,179.33016652635862
EK202310186665,160.18747034645546
EK202310156519,141.58086728361573
EK202310108430,146.58122438216768
EK202310164930,139.32691984892026
EK202310153971,158.45318504845667
EK202310129412,128.8519457725848
EK202310124383,133.09834940183828
EK202310215858,151.26888356345242
EK202310104131,146.58029684478194
EK202310185040,136.46674993455576
EK202310119251,150.60859962627438
EK202310191724,153.95598817274734
EK202310149922,131.65735079071834
EK202310176193,152.7940126246305
EK202310204311,150.4268479117036
EK202310248324,155.4116552164679
EK202310120496,140.87708125153787
EK202310233548,135.82236019194053
EK202310219178,140.49708820007206
EK202310114723,136.29732102436682
EK202310185832,156.0484646255159
EK202310106587,150.21879690990943
EK202310239252,137.6562775094656
EK202310208710,148.03622753866762
EK202310244056,125.32229071844438
EK202310223702,120.61102044408196
EK202310236969,135.33858180689182
EK202310196070,146.2186660824746
EK202310227710,136.94163941546475
EK202310119702,139.53407073500034
EK202310143351,138.71891188703276
EK202310144967,138.24918096185073
EK202310207097,143.2312896660969
EK202310193281,135.61408357655353
EK202310223068,146.41681494535442
EK202310158743,144.39267646168787
EK202310142353,145.77478538330863
EK202310154024,148.67779368113122
EK202310136326,138.5797942083374
EK202320006526,155.1650982388726
EK202310240160,144.4942110987906
EK202310230270,134.761053948303
EK202310209591,145.1995058353974
EK202310201937,148.16419636733002
EK202310138686,158.5543516563127
EK202310125946,144.38356063612832
EK202310112949,147.87517918325025
EK202310128660,162.1691569073867
EK202310223565,144.42156255569358
EK202310155372,158.03321196482818
EK202310229467,141.0772146534941
EK202310232289,146.12469233817652
EK202310142439,160.39532243458052
EK202310128595,139.0141224048567
EK202310228661,128.77694893950022
EK202310220811,136.13279914441736
EK202310104677,147.13674820264794
EK202310108708,150.5573420325027
EK202310235044,122.71683878553675
EK202310141363,144.69412531663542
EK202310174855,148.22364450097865
EK202310154755,136.29130160056215
EK202310157326,146.39579741790843
EK202310228659,139.53765191001267
EK202310215026,151.94043207275863
EK202310177129,138.79151271529363
EK202310178830,166.33477759703328
EK202310222959,125.74806673636321
EK202320007347,133.13063963224528
EK202310153807,162.8816518957851
EK202310165563,160.7834749589197
EK202310240070,145.32917172724473
EK202310171642,142.82803607813517
EK202310221419,143.9577085171022
EK202310210258,145.29083032891032
EK202310108225,152.3633056778355
EK202310156515,139.4928906934285
EK202320006021,161.82903954111868
EK202310214746,143.13063776281217
EK202310166648,156.18722398221817
EK202310243041,139.71943597767424
EK202310227731,114.16583682446924
EK202310118513,135.40197566941498
EK202310240129,149.64690374809345
EK202310140813,144.73313182046658
EK202310181628,144.0191768312384
EK202310126085,129.4323402854837
EK202310246101,137.8178491707526
EK202310113312,126.84909231693962
EK202310217968,134.9043963741427
EK202310213114,131.38565112629502
EK202310219800,153.7580040964234
EK202310184495,150.49205629864818
EK202310119316,129.91129008479146
EK202310180007,136.03879183999805
EK202310199156,133.27278703678502
EK202310177234,152.2355888502944
EK202310226743,136.52514985193943
EK202310189141,143.98838537263165
EK202320006005,142.7773473519377
EK202310227823,139.57889588650042
EK202310174022,145.89920213453928
EK202310134374,134.07982405341915
EK202310200180,122.04469424006581
EK202310161433,146.25848936049937
EK202310121700,141.01441360708844
EK202310237451,136.50662724937462
EK202310192827,156.30613687158404
EK202310160428,153.84814714381375
EK202310205223,137.16244446664354
EK202310111659,150.36939729344238
EK202310218773,139.86223942806794
EK202310161247,140.61963845150157
EK202310109618,141.98123643004143
EK202310155619,137.30428543556854
EK202310135096,158.46303200970232
EK202310188704,140.04059330498654
EK202310198311,153.4996131645245
EK202310138345,124.72616011576554
EK202310187653,135.93428568143997
EK202310223676,153.24377908283893
EK202310165688,136.07062900274266
EK202310104779,143.30772296009556
EK202320007241,172.31650100713577
EK202310247012,141.2706311184546
EK202310115649,124.97925738118042
EK202310158687,145.28087591783176
EK202310139898,138.24389424493646
EK202310183012,142.93411528651228
EK202310189323,169.979148043454
EK202310236084,150.33856667018588
EK202310187745,140.42313151578753
EK202310213754,155.89697723370406
EK202310207691,125.97457492302352
EK202310213360,138.32462263841447
EK202310134511,135.89870698729328
EK202310162421,141.43572555090415
EK202310137854,141.93460077435927
EK202310150901,144.0314811787257
EK202310114810,136.3739841947288
EK202310110564,137.33343038963284
EK202310188498,117.19034636010127
EK202310122137,130.24849585580827
EK202310234827,133.6604239239882
EK202310123845,159.37863085525
EK202310117679,159.06016194252987
EK202310226733,134.97651350244934
EK202310146806,137.7067296856206
EK202310186532,138.63250454394375
EK202310198523,138.32252134990887
EK202310169242,146.43966170259995
EK202310189605,149.9892125134922
EK202310177460,144.609892097777
EK202310156053,137.3627124336094
EK202310138997,140.29965481081004
EK202310231114,131.09237135482633
EK202310147763,130.90485880867726
EK202310119709,141.1201649555385
EK202310121129,141.44915061703938
EK202310137901,146.79353234059235
EK202310144077,155.80736288107462
EK202310110337,127.47826730274107
EK202310184408,140.12026442754694
EK202310215841,115.59620619946307
EK202310157214,155.9057669168056
EK202310193140,133.46490482747896
EK202310216105,140.17112118691793
EK202310246420,141.7449795967453
EK202310118424,130.3778327721858
EK202310144290,142.04247413119165
EK202310236171,138.81487398372752
EK202310161913,143.3658558238024
EK202310116195,138.48148670708292
EK202310140252,137.05615506566838
EK202310238025,148.43441101833503
EK202310146861,128.16344840980764
EK202310125756,134.2323324499098
EK202310211082,136.05958775036336
EK202310202590,138.7041991011551
EK202310212292,139.90424462353954
EK202310151188,143.76997376558955
EK202310186431,160.56422949068113
EK202310197054,144.7155056712704
EK202310229535,130.40316640118357
EK202310237693,131.98562661368484
EK202310127899,144.20775256068956
EK202310125513,131.03752544891134
EK202310143417,145.395657571717
EK202310114922,140.57142176700202
EK202310185011,148.40733173961584
EK202310157380,142.27059211661495
EK202310242841,142.89724689160346
EK202310128764,133.10727848918725
EK202310160302,143.04544745097218
EK202310132265,135.68825160433724
EK202310142152,139.93661907644557
EK202310184138,152.37422250318292
EK202310218922,146.37183759238175
EK202310105732,131.72746932680366
EK202310202421,140.34024769780646
EK202310204745,134.91789797409646
EK202310231651,134.40989918089173
EK202310206373,150.26721969751947
EK202310231327,135.73454089339242
EK202310129440,146.52669157329592
EK202310229405,151.909649942725
EK202310233561,134.3163202045928
EK202310141433,157.217498242606
EK202310164651,151.75437262921523
EK202310201935,151.91851822583592
EK202310184574,125.66785874067202
EK202310223915,152.798210916621
EK202310200908,166.16935151346667
EK202310128941,148.3388991577669
EK202310186952,151.18411603287396
EK202310193974,152.4261517712093
EK202310169879,159.83370114045667
EK202310172093,124.16608782662635
EK202310184529,125.09687877338592
EK202310230089,137.973940061701
EK202310181118,150.64698105887587
EK202310204225,149.0340160144482
EK202310112100,143.09835034486375
EK202310222373,154.0671569585966
EK202310182126,153.3585298059654
EK202310169072,138.45745508475102
EK202310203100,150.06419579730147
EK202310228065,154.21979439676898
EK202310003374,120.05208210214786
EK202310231993,135.73780665222966
EK202310166999,136.76149125617354
EK202310113561,149.15331145175554
EK202310150384,160.03524749280177
EK202310204151,150.65902291283177
EK202310243179,160.71475379099638
EK202310229664,140.53911379408177
EK202310214850,140.03674469478293
EK202310203348,150.4468084276772
EK202310146725,128.10013071970573
EK202310134763,125.74068080096214
EK202310145729,158.42966480424332
EK202310246535,148.71487418653064
EK202310141577,141.94347355583582
EK202310216160,127.98585160633016
EK202310116782,127.47950391074568
EK202310211327,145.80080631093506
EK202310204090,145.30008773982914
EK202310175898,156.68418626045138
EK202310226259,148.0313240620976
EK202310151274,145.31776976984074
EK202310154215,137.59617538010028
EK202310174277,150.4760183399279
EK202320006496,156.73954780911788
EK202310141969,144.25104098280636
EK202320005622,145.21009846100338
EK202310157093,144.48250301997385
EK202310139909,141.07689648734774
EK202310209908,140.23175052488486
EK202310218730,127.96747658108936
EK202310229718,118.84571332226895
EK202310111615,144.1360928447201
EK202310138168,138.47718666930695
EK202310162118,167.8411829754364
EK202310164185,137.43654225359387
EK202310123341,133.65486035438337
EK202310154152,129.74581880645226
EK202310169662,135.27440423576755
EK202310195289,146.84487698663347
EK202310247758,165.8999135638958
EK202310223580,132.1809952550336
EK202310104690,132.51578937944728
EK202310234439,137.64195229924195
EK202310225052,167.0908002275981
EK202310139674,151.23453855071347
EK202310186662,129.82856963959375
EK202310198339,143.6566782254373
EK202310219978,140.105156072326
EK202310205279,151.27719127640708
EK202310241147,154.43697812927564
EK202310225981,167.54569957991816
EK202310168112,145.64988981496936
EK202310226106,143.25246979866057
EK202310116095,136.21084752427282
EK202310114593,135.44136459545902
EK202310175636,126.70883358594553
EK202310117905,157.60548759259314
EK202310200614,152.01391132624744
EK202310137390,143.92129224117744
EK202310196458,149.98957598811157
EK202310212839,149.7144286101305
EK202310149449,156.8078986053974
EK202310172721,143.78460161437616
EK202310133382,133.4471843870462
EK202310171991,152.60540858563397
EK202310178147,148.00339909501957
EK202310210822,119.5721935960621
EK202310169958,136.27585075261212
EK202310216612,136.87977339802347
EK202310190351,145.82012255459227
EK202310128333,143.04298814368127
EK202310156052,141.66280139495223
EK202310207300,151.9463660921146
EK202310148098,141.68058584984567
EK202310236834,149.9945963301687
EK202310206502,143.04417817701275
EK202310232490,148.01532247630826
EK202310115920,135.4021918693589
EK202310155557,136.69906593614556
EK202310118792,152.7193422442122
EK202310213449,136.31623145170835
EK202310157956,143.82143196227804
EK202310202461,154.0959488374825
EK202310210080,162.65170901669802
EK202310123713,147.51927460706324
EK202310138636,154.54723553728994
EK202310197194,138.98512689875076
EK202310136131,170.4249179146367
EK202310194280,130.34974351260098
EK202310144073,172.7583007968044
EK202310196767,160.41682682307288
EK202310152659,131.03456226707573
EK202310119318,130.8550267827924
EK202310175079,153.21599583291464
EK202310246973,146.80119820140214
EK202310177069,139.11054182520897
EK202310228915,134.3479503072301
EK202310237967,139.6045678761418
EK202310004766,138.5173121101078
EK202310197580,165.59457802545964
EK202310163370,155.94120028781964
EK202310126258,127.11993773944818
EK202320006245,165.64436934742528
EK202310214455,139.673510591157
EK202310225077,161.72127020943117
EK202310121345,127.80025116811078
EK202310118753,116.78826509481723
EK202310209148,139.62913096732126
EK202310235651,137.91461681643221
EK202310195584,154.32083968126764
EK202310131541,140.68103823660155
EK202310167958,150.5891068299692
EK202310232848,129.9437128908258
EK202310112373,132.79913093982708
EK202310247588,169.05457768420234
EK202310124781,145.04735435491287
EK202310187345,160.92967469287422
EK202310117200,147.96324755762532
EK202310103838,127.22039994696799
EK202310123310,138.45558124022043
EK202310193567,150.19001555313196
EK202310176987,141.8043330043823
EK202310217483,125.86349981152665
EK202310219653,119.74137571691949
