id,GLOBAL_SCORE
EK202310003556,132.11992074466315
EK202310170625,148.49835782157305
EK202310167359,164.62687730012107
EK202310118370,126.97556828452096
EK202320006361,148.61366340606165
EK202310003542,134.79821644452036
EK202310125266,141.94684003508078
EK202310144740,129.93053039709906
EK202310137443,139.70701430001435
EK202310159067,161.61934039884258
EK202310245067,128.23861366689906
EK202310240556,131.39582052300528
EK202310166743,138.8464341994234
EK202310247454,128.54322545978508
EK202310215702,155.19158029284387
EK202310142190,159.94568333443047
EK202310205417,134.5519959938485
EK202310119601,143.0078333998386
EK202310190356,128.4494019288597
EK202310158758,136.94056313224772
EK202310145496,126.5451711621052
EK202310164763,141.1395456415071
EK202310200188,131.21620912574693
EK202310238803,167.65484743034142
EK202320005607,155.34668523460473
EK202310225681,135.5440811000824
EK202310127174,136.2312845769008
EK202310204317,139.077253781977
EK202310179355,138.6460415066768
EK202310176524,151.16014733975217
EK202310237228,133.7088508852718
EK202310172549,154.21612271415836
EK202310168863,132.34555691118393
EK202310185904,153.05829194076955
EK202310133615,167.44516825421857
EK202310122063,126.69303512414055
EK202310121770,139.76309136184588
EK202310125590,129.6410452787724
EK202310172269,135.2827802651687
EK202310147894,133.9984220980131
EK202310137986,135.37762214164908
EK202310150838,135.17317467387915
EK202310104915,127.93249225671144
EK202310170090,131.6318794606169
EK202310165637,134.11836019356153
EK202310134467,131.0474071219046
EK202310182637,159.63958681539626
EK202310112116,143.60184040748092
EK202310241220,167.00050133559262
EK202310103801,145.50169617420892
EK202310177448,122.31022957986374
EK202310157860,169.6286657399716
EK202310211985,136.74127816263342
EK202310232907,135.04976613283816
EK202310162917,138.9664452420921
EK202310211786,127.07192986552417
EK202310132171,139.71222866172383
EK202310153694,141.7205161471817
EK202310174960,155.0867930364334
EK202310121096,133.95891317077943
EK202310222475,129.2873636016665
EK202310146254,147.61217819562523
EK202310111466,138.97459297344218
EK202310004385,172.44577326493584
EK202310108961,139.42257811781872
EK202310203170,140.16709480202852
EK202310161424,179.37759033591325
EK202310206583,146.57806717153863
EK202310138840,129.85156975508005
EK202310221976,142.1278826910502
EK202310143972,133.11551728418254
EK202310175420,127.14353822934564
EK202310227655,140.78207460553105
EK202310163389,132.50131386459512
EK202310239480,140.58000809690984
EK202310146467,134.37702307932676
EK202310162597,137.43777912609883
EK202310194862,141.74932688169227
EK202310152448,160.45860200128865
EK202310245431,147.08124220012735
EK202310206822,177.268677245993
EK202310166559,144.15191820296155
EK202310221701,165.31305686829376
EK202310231403,123.36405344384727
EK202310156027,156.35389627309556
EK202310135956,134.22285531062693
EK202310183176,125.39642796542662
EK202310206055,168.81035734208635
EK202310167360,133.67922722421048
EK202310142701,140.25077490098255
EK202310156629,170.7281782404709
EK202310241352,147.99451288472216
EK202310123587,151.04116927449473
EK202310003639,145.67214180215998
EK202310158269,142.8668813271865
EK202320007090,144.49673639304518
EK202310111707,133.7932014819333
EK202310104096,151.70037523012763
EK202310235404,126.30076799341224
EK202310108783,136.3009199868623
EK202310116298,133.1591137529067
EK202310156281,165.20283600855197
EK202310164483,129.01056381959478
EK202310108212,117.72551067469337
EK202310233950,137.23624962449372
EK202310157041,132.42973129359834
EK202310104522,136.16009938496322
EK202310175972,137.4197994856124
EK202310225965,138.18649995951995
EK202310138403,132.33560669059457
EK202310234452,134.34559658804045
EK202310104614,155.57959393732958
EK202310117970,130.6352054483524
EK202310128727,134.3273300857649
EK202310190230,135.48644443643389
EK202310201465,147.95911985233775
EK202310197534,173.94697122638334
EK202310171846,131.344042311427
EK202310193751,155.29866804601085
EK202310242967,132.30912225303712
EK202310112852,161.21693383628312
EK202310132804,167.25034287070724
EK202310127612,129.5104506846651
EK202310136082,174.2972730752789
EK202310186665,153.0085558253045
EK202310156519,135.31031079813232
EK202310108430,142.1825974171714
EK202310164930,141.094032624777
EK202310153971,153.61230202522188
EK202310129412,129.15805927654424
EK202310124383,127.78725706609563
EK202310215858,144.95442652133426
EK202310104131,138.29062310891592
EK202310185040,145.5480632647046
EK202310119251,142.60577663700704
EK202310191724,148.71014445678514
EK202310149922,118.19841128693986
EK202310176193,143.5963445602193
EK202310204311,157.73720255219027
EK202310248324,152.309176067622
EK202310120496,137.03929826982474
EK202310233548,133.2882352558062
EK202310219178,140.71606664178898
EK202310114723,138.6667106728564
EK202310185832,155.54504607540662
EK202310106587,157.69306037548043
EK202310239252,131.34029630971926
EK202310208710,143.90039040726302
EK202310244056,124.61434355097161
EK202310223702,122.6734008597569
EK202310236969,132.46707404060257
EK202310196070,151.58791886643903
EK202310227710,139.62853372809215
EK202310119702,141.85660866894094
EK202310143351,139.64066111603066
EK202310144967,135.03379133189503
EK202310207097,136.0977609040908
EK202310193281,126.06421046006247
EK202310223068,141.59069179656848
EK202310158743,137.63530415484087
EK202310142353,129.51733784170273
EK202310154024,158.81506382608143
EK202310136326,128.4638960535674
EK202320006526,157.70321801661308
EK202310240160,137.30224922409764
EK202310230270,132.67600951111805
EK202310209591,131.64933538024155
EK202310201937,146.87732912563717
EK202310138686,149.160662166315
EK202310125946,145.05913034757467
EK202310112949,143.76771338386118
EK202310128660,166.31352393540774
EK202310223565,144.25878137008792
EK202310155372,151.28952157683057
EK202310229467,137.56719792709478
EK202310232289,148.17039885129486
EK202310142439,151.95222043531672
EK202310128595,131.54227445099056
EK202310228661,130.99830053288795
EK202310220811,126.32541323823227
