id,GLOBAL_SCORE
EK202310003556,129.76666666666668
EK202310170625,144.1
EK202310167359,151.06666666666666
EK202310118370,134.46666666666667
EK202320006361,141.3
EK202310003542,136.7
EK202310125266,140.8
EK202310144740,147.03333333333333
EK202310137443,139.5
EK202310159067,161.8
EK202310245067,130.2
EK202310240556,131.63333333333333
EK202310166743,141.16666666666666
EK202310247454,137.03333333333333
EK202310215702,146.9
EK202310142190,152.83333333333334
EK202310205417,140.06666666666666
EK202310119601,136.43333333333334
EK202310190356,137.73333333333332
EK202310158758,137.33333333333334
EK202310145496,140.13333333333333
EK202310164763,145.13333333333333
EK202310200188,143.7
EK202310238803,159.46666666666667
EK202320005607,152.13333333333333
EK202310225681,135.86666666666667
EK202310127174,138.66666666666666
EK202310204317,149.63333333333333
EK202310179355,134.36666666666667
EK202310176524,162.0
EK202310237228,133.4
EK202310172549,162.03333333333333
EK202310168863,142.03333333333333
EK202310185904,154.63333333333333
EK202310133615,148.83333333333334
EK202310122063,130.03333333333333
EK202310121770,139.86666666666667
EK202310125590,131.76666666666668
EK202310172269,137.13333333333333
EK202310147894,138.1
EK202310137986,140.86666666666667
EK202310150838,137.6
EK202310104915,139.53333333333333
EK202310170090,131.46666666666667
EK202310165637,138.8
EK202310134467,134.4
EK202310182637,154.0
EK202310112116,135.76666666666668
EK202310241220,151.2
EK202310103801,136.06666666666666
EK202310177448,141.8
EK202310157860,166.6
EK202310211985,140.83333333333334
EK202310232907,150.46666666666667
EK202310162917,145.06666666666666
EK202310211786,129.9
EK202310132171,159.6
EK202310153694,157.5
EK202310174960,163.93333333333334
EK202310121096,133.9
EK202310222475,137.13333333333333
EK202310146254,150.7
EK202310111466,141.16666666666666
EK202310004385,156.56666666666666
EK202310108961,138.06666666666666
EK202310203170,139.26666666666668
EK202310161424,162.63333333333333
EK202310206583,150.46666666666667
EK202310138840,137.93333333333334
EK202310221976,141.76666666666668
EK202310143972,150.23333333333332
EK202310175420,127.7
EK202310227655,141.36666666666667
EK202310163389,142.2
